
✗ Errors (1418)
| Check               | Artifact                                                                                                | Message                                                                                                                                                                                                                                                                                                            | Suggestion                                                                                                                                                                 |
| dangling_links               | .lexibrary/concepts/utility functions.md                                | Link graph references concept file that no longer exists: .lexibrary/concepts/utility functions.md                                | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/atomic file replace.md                              | Link graph references concept file that no longer exists: .lexibrary/concepts/atomic file replace.md                              | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/mkstemp (temporary file).md                         | Link graph references concept file that no longer exists: .lexibrary/concepts/mkstemp (temporary file).md                         | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/os.replace.md                                       | Link graph references concept file that no longer exists: .lexibrary/concepts/os.replace.md                                       | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/same-filesystem rename.md                           | Link graph references concept file that no longer exists: .lexibrary/concepts/same-filesystem rename.md                           | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/umask and file permissions.md                       | Link graph references concept file that no longer exists: .lexibrary/concepts/umask and file permissions.md                       | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/Git merge conflict marker.md                        | Link graph references concept file that no longer exists: .lexibrary/concepts/Git merge conflict marker.md                        | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/conflict marker.md                                  | Link graph references concept file that no longer exists: .lexibrary/concepts/conflict marker.md                                  | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/byte order mark (BOM).md                            | Link graph references concept file that no longer exists: .lexibrary/concepts/byte order mark (BOM).md                            | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/text vs binary files.md                             | Link graph references concept file that no longer exists: .lexibrary/concepts/text vs binary files.md                             | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/file I/O errors.md                                  | Link graph references concept file that no longer exists: .lexibrary/concepts/file I/O errors.md                                  | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/checksum.md                                         | Link graph references concept file that no longer exists: .lexibrary/concepts/checksum.md                                         | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/hashing.md                                          | Link graph references concept file that no longer exists: .lexibrary/concepts/hashing.md                                          | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/chunked file I/O.md                                 | Link graph references concept file that no longer exists: .lexibrary/concepts/chunked file I/O.md                                 | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/file extension.md                                   | Link graph references concept file that no longer exists: .lexibrary/concepts/file extension.md                                   | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/dotfiles.md                                         | Link graph references concept file that no longer exists: .lexibrary/concepts/dotfiles.md                                         | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/special filenames.md                                | Link graph references concept file that no longer exists: .lexibrary/concepts/special filenames.md                                | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/Path.suffix.md                                      | Link graph references concept file that no longer exists: .lexibrary/concepts/Path.suffix.md                                      | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/case sensitivity.md                                 | Link graph references concept file that no longer exists: .lexibrary/concepts/case sensitivity.md                                 | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/multi-extension files.md                            | Link graph references concept file that no longer exists: .lexibrary/concepts/multi-extension files.md                            | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/per-directory lock.md                               | Link graph references concept file that no longer exists: .lexibrary/concepts/per-directory lock.md                               | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/threading.Lock.md                                   | Link graph references concept file that no longer exists: .lexibrary/concepts/threading.Lock.md                                   | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/Path.resolve.md                                     | Link graph references concept file that no longer exists: .lexibrary/concepts/Path.resolve.md                                     | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/guard lock.md                                       | Link graph references concept file that no longer exists: .lexibrary/concepts/guard lock.md                                       | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/in-process synchronization.md                       | Link graph references concept file that no longer exists: .lexibrary/concepts/in-process synchronization.md                       | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/memory leak (unbounded dict growth).md              | Link graph references concept file that no longer exists: .lexibrary/concepts/memory leak (unbounded dict growth).md              | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/Rich logging.md                                     | Link graph references concept file that no longer exists: .lexibrary/concepts/Rich logging.md                                     | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/JSON logging.md                                     | Link graph references concept file that no longer exists: .lexibrary/concepts/JSON logging.md                                     | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/root logger.md                                      | Link graph references concept file that no longer exists: .lexibrary/concepts/root logger.md                                      | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/log handlers.md                                     | Link graph references concept file that no longer exists: .lexibrary/concepts/log handlers.md                                     | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/logging.Formatter.md                                | Link graph references concept file that no longer exists: .lexibrary/concepts/logging.Formatter.md                                | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/path mirroring.md                                   | Link graph references concept file that no longer exists: .lexibrary/concepts/path mirroring.md                                   | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/design output tree.md                               | Link graph references concept file that no longer exists: .lexibrary/concepts/design output tree.md                               | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/dot-index files (.aindex, .iwh).md                  | Link graph references concept file that no longer exists: .lexibrary/concepts/dot-index files (.aindex, .iwh).md                  | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/workspace discovery.md                              | Link graph references concept file that no longer exists: .lexibrary/concepts/workspace discovery.md                              | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/pathlib.Path.resolve.md                             | Link graph references concept file that no longer exists: .lexibrary/concepts/pathlib.Path.resolve.md                             | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/filesystem root.md                                  | Link graph references concept file that no longer exists: .lexibrary/concepts/filesystem root.md                                  | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/ValidationReport.md                                 | Link graph references concept file that no longer exists: .lexibrary/concepts/ValidationReport.md                                 | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/ValidationIssue.md                                  | Link graph references concept file that no longer exists: .lexibrary/concepts/ValidationIssue.md                                  | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/ValidationSummary.md                                | Link graph references concept file that no longer exists: .lexibrary/concepts/ValidationSummary.md                                | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/severity_filter.md                                  | Link graph references concept file that no longer exists: .lexibrary/concepts/severity_filter.md                                  | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/check_filter.md                                     | Link graph references concept file that no longer exists: .lexibrary/concepts/check_filter.md                                     | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/Severity.md                                         | Link graph references concept file that no longer exists: .lexibrary/concepts/Severity.md                                         | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/CheckFn.md                                          | Link graph references concept file that no longer exists: .lexibrary/concepts/CheckFn.md                                          | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/hash_freshness.md                                   | Link graph references concept file that no longer exists: .lexibrary/concepts/hash_freshness.md                                   | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/orphan_artifacts.md                                 | Link graph references concept file that no longer exists: .lexibrary/concepts/orphan_artifacts.md                                 | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/aindex_coverage.md                                  | Link graph references concept file that no longer exists: .lexibrary/concepts/aindex_coverage.md                                  | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/orphaned_aindex.md                                  | Link graph references concept file that no longer exists: .lexibrary/concepts/orphaned_aindex.md                                  | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/orphaned_iwh.md                                     | Link graph references concept file that no longer exists: .lexibrary/concepts/orphaned_iwh.md                                     | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/orphaned_designs.md                                 | Link graph references concept file that no longer exists: .lexibrary/concepts/orphaned_designs.md                                 | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/deprecated_ttl.md                                   | Link graph references concept file that no longer exists: .lexibrary/concepts/deprecated_ttl.md                                   | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/deprecation workflow.md                             | Link graph references concept file that no longer exists: .lexibrary/concepts/deprecation workflow.md                             | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/update pipeline.md                                  | Link graph references concept file that no longer exists: .lexibrary/concepts/update pipeline.md                                  | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/frozen dataclass.md                                 | Link graph references concept file that no longer exists: .lexibrary/concepts/frozen dataclass.md                                 | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/Literal (typing).md                                 | Link graph references concept file that no longer exists: .lexibrary/concepts/Literal (typing).md                                 | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/validation report.md                                | Link graph references concept file that no longer exists: .lexibrary/concepts/validation report.md                                | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/severity levels.md                                  | Link graph references concept file that no longer exists: .lexibrary/concepts/severity levels.md                                  | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/CLI rendering.md                                    | Link graph references concept file that no longer exists: .lexibrary/concepts/CLI rendering.md                                    | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/JSON serialization.md                               | Link graph references concept file that no longer exists: .lexibrary/concepts/JSON serialization.md                               | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/ResolvedLink.md                                     | Link graph references concept file that no longer exists: .lexibrary/concepts/ResolvedLink.md                                     | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/UnresolvedLink.md                                   | Link graph references concept file that no longer exists: .lexibrary/concepts/UnresolvedLink.md                                   | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/WikilinkResolver.md                                 | Link graph references concept file that no longer exists: .lexibrary/concepts/WikilinkResolver.md                                 | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/parse_concept_file.md                               | Link graph references concept file that no longer exists: .lexibrary/concepts/parse_concept_file.md                               | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/serialize_concept_file.md                           | Link graph references concept file that no longer exists: .lexibrary/concepts/serialize_concept_file.md                           | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/render_concept_template.md                          | Link graph references concept file that no longer exists: .lexibrary/concepts/render_concept_template.md                          | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/concept_file_path.md                                | Link graph references concept file that no longer exists: .lexibrary/concepts/concept_file_path.md                                | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/concept file.md                                     | Link graph references concept file that no longer exists: .lexibrary/concepts/concept file.md                                     | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/frontmatter.title.md                                | Link graph references concept file that no longer exists: .lexibrary/concepts/frontmatter.title.md                                | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/frontmatter.aliases.md                              | Link graph references concept file that no longer exists: .lexibrary/concepts/frontmatter.aliases.md                              | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/frontmatter.tags.md                                 | Link graph references concept file that no longer exists: .lexibrary/concepts/frontmatter.tags.md                                 | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/summary.md                                          | Link graph references concept file that no longer exists: .lexibrary/concepts/summary.md                                          | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/Decision Log.md                                     | Link graph references concept file that no longer exists: .lexibrary/concepts/Decision Log.md                                     | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/markdown headings.md                                | Link graph references concept file that no longer exists: .lexibrary/concepts/markdown headings.md                                | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/file references (backtick paths).md                 | Link graph references concept file that no longer exists: .lexibrary/concepts/file references (backtick paths).md                 | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/ST-NNN (stack ID pattern).md                        | Link graph references concept file that no longer exists: .lexibrary/concepts/ST-NNN (stack ID pattern).md                        | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/fuzzy matching / get_close_matches.md               | Link graph references concept file that no longer exists: .lexibrary/concepts/fuzzy matching / get_close_matches.md               | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/deprecated_at (ISO 8601).md                         | Link graph references concept file that no longer exists: .lexibrary/concepts/deprecated_at (ISO 8601).md                         | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/aliases and tags.md                                 | Link graph references concept file that no longer exists: .lexibrary/concepts/aliases and tags.md                                 | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/PascalCase filenames.md                             | Link graph references concept file that no longer exists: .lexibrary/concepts/PascalCase filenames.md                             | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/concept files.md                                    | Link graph references concept file that no longer exists: .lexibrary/concepts/concept files.md                                    | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/frontmatter tags.md                                 | Link graph references concept file that no longer exists: .lexibrary/concepts/frontmatter tags.md                                 | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/BottomUpDirectoryProcessing.md                      | Link graph references concept file that no longer exists: .lexibrary/concepts/BottomUpDirectoryProcessing.md                      | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | .lexibrary/concepts/BillboardGenerationTiers.md                         | Link graph references concept file that no longer exists: .lexibrary/concepts/BillboardGenerationTiers.md                         | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | src/lexibrary/archivist/scaffold.py                                     | Link graph references source file that no longer exists: src/lexibrary/archivist/scaffold.py                                      | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | src/lexibrary/daemon/__init__.py                                        | Link graph references source file that no longer exists: src/lexibrary/daemon/__init__.py                                         | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | src/lexibrary/daemon/debouncer.py                                       | Link graph references source file that no longer exists: src/lexibrary/daemon/debouncer.py                                        | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | src/lexibrary/daemon/logging.py                                         | Link graph references source file that no longer exists: src/lexibrary/daemon/logging.py                                          | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | src/lexibrary/daemon/scheduler.py                                       | Link graph references source file that no longer exists: src/lexibrary/daemon/scheduler.py                                        | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | src/lexibrary/daemon/watcher.py                                         | Link graph references source file that no longer exists: src/lexibrary/daemon/watcher.py                                          | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | src/lexibrary/templates/rules/skills/concepts.md                        | Link graph references source file that no longer exists: src/lexibrary/templates/rules/skills/concepts.md                         | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | src/lexibrary/templates/rules/skills/lexi-concepts/SKILL.md             | Link graph references source file that no longer exists: src/lexibrary/templates/rules/skills/lexi-concepts/SKILL.md              | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | src/lexibrary/templates/rules/skills/lookup.md                          | Link graph references source file that no longer exists: src/lexibrary/templates/rules/skills/lookup.md                           | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | src/lexibrary/templates/rules/skills/search.md                          | Link graph references source file that no longer exists: src/lexibrary/templates/rules/skills/search.md                           | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| dangling_links               | src/lexibrary/templates/rules/skills/stack.md                           | Link graph references source file that no longer exists: src/lexibrary/templates/rules/skills/stack.md                            | Run: lexictl update to rebuild the index and remove stale entries.                                                                                              |
| orphan_artifacts             | .lexibrary/concepts/package initializer.md                              | Index contains concept artifact for deleted file: .lexibrary/concepts/package initializer.md                                      | Run: lexictl update to rebuild the index and prune stale entries.                                                                                               |
| orphan_artifacts             | .lexibrary/concepts/semantic versioning.md                              | Index contains concept artifact for deleted file: .lexibrary/concepts/semantic versioning.md                                      | Run: lexictl update to rebuild the index and prune stale entries.                                                                                               |
| orphan_artifacts             | .lexibrary/concepts/module-level docstring.md                           | Index contains concept artifact for deleted file: .lexibrary/concepts/module-level docstring.md                                   | Run: lexictl update to rebuild the index and prune stale entries.                                                                                               |
| orphan_artifacts             | .lexibrary/concepts/package metadata.md                                 | Index contains concept artifact for deleted file: .lexibrary/concepts/package metadata.md                                         | Run: lexictl update to rebuild the index and prune stale entries.                                                                                               |
| orphan_artifacts             | .lexibrary/concepts/public API.md                                       | Index contains concept artifact for deleted file: .lexibrary/concepts/public API.md                                               | Run: lexictl update to rebuild the index and prune stale entries.                                                                                               |
| orphan_artifacts             | .lexibrary/concepts/module entry point.md                               | Index contains concept artifact for deleted file: .lexibrary/concepts/module entry point.md                                       | Run: lexictl update to rebuild the index and prune stale entries.                                                                                               |
| orphan_artifacts             | .lexibrary/concepts/python -m.md                                        | Index contains concept artifact for deleted file: .lexibrary/concepts/python -m.md                                                | Run: lexictl update to rebuild the index and prune stale entries.                                                                                               |
| orphan_artifacts             | .lexibrary/concepts/CLI.md                                              | Index contains concept artifact for deleted file: .lexibrary/concepts/CLI.md                                                      | Run: lexictl update to rebuild the index and prune stale entries.                                                                                               |
| orphan_artifacts             | .lexibrary/concepts/console_scripts.md                                  | Index contains concept artifact for deleted file: .lexibrary/concepts/console_scripts.md                                          | Run: lexictl update to rebuild the index and prune stale entries.                                                                                               |
| orphan_artifacts             | .lexibrary/concepts/side effects.md                                     | Index contains concept artifact for deleted file: .lexibrary/concepts/side effects.md                                             | Run: lexictl update to rebuild the index and prune stale entries.                                                                                               |
| orphan_artifacts             | .lexibrary/concepts/agent-facing CLI.md                                 | Index contains concept artifact for deleted file: .lexibrary/concepts/agent-facing CLI.md                                         | Run: lexictl update to rebuild the index and prune stale entries.                                                                                               |
| orphan_artifacts             | .lexibrary/concepts/ArchivistService.md                                 | Index contains concept artifact for deleted file: .lexibrary/concepts/ArchivistService.md                                         | Run: lexictl update to rebuild the index and prune stale entries.                                                                                               |
| orphan_artifacts             | .lexibrary/concepts/DesignFileRequest.md                                | Index contains concept artifact for deleted file: .lexibrary/concepts/DesignFileRequest.md                                        | Run: lexictl update to rebuild the index and prune stale entries.                                                                                               |
| orphan_artifacts             | .lexibrary/concepts/DesignFileResult.md                                 | Index contains concept artifact for deleted file: .lexibrary/concepts/DesignFileResult.md                                         | Run: lexictl update to rebuild the index and prune stale entries.                                                                                               |
| orphan_artifacts             | .lexibrary/concepts/UpdateStats.md                                      | Index contains concept artifact for deleted file: .lexibrary/concepts/UpdateStats.md                                              | Run: lexictl update to rebuild the index and prune stale entries.                                                                                               |
| orphan_artifacts             | .lexibrary/concepts/ChangeLevel.md                                      | Index contains concept artifact for deleted file: .lexibrary/concepts/ChangeLevel.md                                              | Run: lexictl update to rebuild the index and prune stale entries.                                                                                               |
| orphan_artifacts             | .lexibrary/concepts/update_file.md                                      | Index contains concept artifact for deleted file: .lexibrary/concepts/update_file.md                                              | Run: lexictl update to rebuild the index and prune stale entries.                                                                                               |
| orphan_artifacts             | .lexibrary/concepts/update_project.md                                   | Index contains concept artifact for deleted file: .lexibrary/concepts/update_project.md                                           | Run: lexictl update to rebuild the index and prune stale entries.                                                                                               |
| orphan_artifacts             | .lexibrary/concepts/check_change.md                                     | Index contains concept artifact for deleted file: .lexibrary/concepts/check_change.md                                             | Run: lexictl update to rebuild the index and prune stale entries.                                                                                               |
